0.18 0.19 0.94 338.88 63.2 5.79 0.37 -0.32 0.0 1 1
0.16 0.18 0.96 339.11 63.06 5.79 0.4 -0.32 0.0 2 1
0.16 0.18 0.96 339.11 63.06 5.79 0.4 -0.32 0.0 3 1
0.16 0.18 0.96 339.11 63.06 5.79 0.4 -0.32 0.0 4 1
0.16 0.18 0.96 339.11 63.06 5.79 0.43 -0.32 0.0 5 1
0.16 0.18 0.96 339.11 63.06 5.79 0.45 -0.33 0.0 6 1
-0.33 -0.09 0.13 339.11 63.06 5.79 0.47 -0.33 0.0 7 1
-0.39 -0.24 -0.03 339.84 62.47 5.81 0.46 -0.31 0.0 8 1
-0.39 -0.24 -0.03 339.84 62.47 5.81 0.46 -0.31 0.0 9 1
-0.39 -0.24 -0.03 339.84 62.47 5.81 0.46 -0.31 0.0 10 1
-0.39 -0.24 -0.03 339.84 62.47 5.81 0.46 -0.31 0.0 11 1
-0.46 -0.38 -0.1 340.19 62.17 5.83 0.41 -0.25 0.0 12 1
-0.46 -0.38 -0.1 340.48 61.92 5.84 0.41 -0.25 0.0 13 1
-0.42 -0.2 0.12 340.72 61.67 5.85 0.39 -0.2 0.0 14 1
-0.42 -0.2 0.12 340.72 61.67 5.85 0.39 -0.2 0.0 15 1
-0.35 -0.11 0.3 340.72 61.67 5.85 0.41 -0.16 0.0 16 1
-0.28 -0.05 0.52 340.9 61.41 5.87 0.43 -0.15 0.0 17 1
-0.24 0.02 0.67 340.96 61.29 5.88 0.43 -0.15 0.0 18 1
-0.24 0.02 0.67 340.96 61.29 5.88 0.43 -0.15 0.0 19 1
-0.26 -0.01 1.14 341.0 61.15 5.91 0.48 -0.14 0.0 20 1
-0.26 -0.01 1.14 341.03 60.86 5.97 0.54 -0.13 0.0 21 1
-0.29 -0.03 1.23 341.04 60.71 6.01 0.54 -0.13 0.0 22 1
-0.29 -0.03 1.23 341.04 60.71 6.01 0.54 -0.13 0.0 23 1
-0.3 -0.12 1.25 341.04 60.71 6.01 0.59 -0.12 0.0 24 1
-0.3 -0.12 1.25 341.04 60.37 6.09 0.61 -0.11 0.0 25 1
-0.31 -0.21 1.19 341.05 60.19 6.12 0.61 -0.11 0.0 26 1
-0.31 -0.21 1.19 341.05 60.19 6.12 0.61 -0.11 0.0 27 1
-0.28 -0.28 1.01 341.07 59.83 6.18 0.63 -0.1 0.0 28 1
-0.25 -0.31 0.96 341.06 59.64 6.2 0.64 -0.09 0.0 29 1
-0.25 -0.31 0.96 341.06 59.64 6.2 0.65 -0.08 0.0 30 1
-0.2 -0.31 0.78 341.09 59.43 6.21 0.65 -0.08 0.0 31 1
-0.2 -0.31 0.78 341.09 59.43 6.21 0.65 -0.08 0.0 32 1
-0.2 -0.31 0.78 341.09 59.43 6.21 0.65 -0.08 0.0 33 1
-0.16 -0.3 0.53 341.13 59.06 6.23 0.66 -0.08 0.0 34 1
-0.16 -0.3 0.53 341.13 59.06 6.23 0.67 -0.07 0.0 35 1
-0.13 -0.26 0.44 341.15 58.86 6.24 0.68 -0.06 0.0 36 1
-0.13 -0.26 0.44 341.15 58.86 6.24 0.68 -0.06 0.0 37 1
-0.13 -0.26 0.44 341.15 58.86 6.24 0.68 -0.06 0.0 38 1
0.04 -0.16 0.21 341.19 58.47 6.26 0.69 -0.06 0.0 39 1
0.09 -0.15 0.08 341.19 58.25 6.28 0.69 -0.07 0.0 40 1
0.09 -0.15 0.08 341.19 58.25 6.28 0.69 -0.07 0.0 41 1
0.1 -0.12 0.02 341.19 58.07 6.3 0.69 -0.07 0.0 42 1
0.1 -0.12 0.02 341.19 57.88 6.33 0.69 -0.07 0.0 43 1
0.1 -0.12 0.02 341.19 57.88 6.33 0.69 -0.07 0.0 44 1
0.1 -0.12 0.02 341.19 57.88 6.33 0.67 -0.09 0.0 45 1
0.08 -0.09 0.24 341.18 57.5 6.39 0.65 -0.12 0.0 46 1
0.08 -0.09 0.24 341.18 57.5 6.39 0.65 -0.12 0.0 47 1
0.1 -0.09 0.5 341.17 57.31 6.43 0.64 -0.13 0.0 48 1
0.05 -0.06 0.61 341.17 57.11 6.48 0.64 -0.14 0.0 49 1
0.05 -0.06 0.61 341.17 56.93 6.52 0.64 -0.14 0.0 50 1
0.05 -0.06 0.61 341.17 56.93 6.52 0.64 -0.14 0.0 51 1
-0.03 -0.1 0.96 341.17 56.93 6.52 0.66 -0.17 0.0 52 1
-0.1 -0.2 0.96 341.22 56.35 6.65 0.68 -0.18 0.0 53 1
-0.1 -0.2 0.96 341.22 56.35 6.65 0.7 -0.19 0.0 54 1
-0.1 -0.2 0.96 341.22 56.35 6.65 0.7 -0.19 0.0 55 1
-0.08 -0.29 0.86 341.22 56.35 6.65 0.7 -0.19 0.0 56 1
-0.15 -0.45 0.74 341.3 55.92 6.73 0.72 -0.2 0.0 57 1
-0.27 -0.55 0.57 341.35 55.72 6.75 0.74 -0.2 0.0 58 1
-0.28 -0.58 0.37 341.35 55.72 6.75 0.75 -0.19 0.0 59 1
-0.28 -0.58 0.37 341.41 55.5 6.77 0.75 -0.19 0.0 60 1
-0.28 -0.58 0.37 341.41 55.5 6.77 0.75 -0.19 0.0 61 1
-0.28 -0.58 0.37 341.41 55.5 6.77 0.75 -0.19 0.0 62 1
-0.28 -0.58 0.37 341.41 55.5 6.77 0.75 -0.18 0.0 63 1
-0.33 -0.53 0.12 341.41 55.5 6.77 0.75 -0.16 0.0 64 1
-0.39 -0.54 -0.03 341.63 54.84 6.79 0.75 -0.16 0.0 65 1
-0.4 -0.54 -0.21 341.72 54.61 6.79 0.74 -0.14 0.0 66 1
-0.39 -0.57 -0.27 341.72 54.61 6.79 0.74 -0.14 0.0 67 1
-0.39 -0.57 -0.27 341.72 54.61 6.79 0.74 -0.14 0.0 68 1
-0.39 -0.57 -0.27 341.72 54.61 6.79 0.72 -0.13 0.0 69 1
-0.31 -0.46 -0.14 341.92 54.0 6.75 0.7 -0.09 0.0 70 1
-0.25 -0.39 -0.09 341.97 53.79 6.74 0.69 -0.08 0.0 71 1
-0.25 -0.39 -0.09 341.97 53.79 6.74 0.69 -0.08 0.0 72 1
-0.25 -0.39 -0.09 341.97 53.79 6.74 0.71 -0.06 0.0 73 1
-0.16 -0.24 0.17 342.04 53.38 6.74 0.71 -0.06 0.0 74 1
-0.14 -0.2 0.33 342.05 53.19 6.75 0.72 -0.06 0.0 75 1
-0.12 -0.18 0.38 342.05 53.19 6.75 0.76 -0.06 0.0 76 1
-0.14 -0.24 0.39 342.06 52.76 6.78 0.76 -0.06 0.0 77 1
-0.16 -0.27 0.36 342.06 52.54 6.8 0.78 -0.07 0.0 78 1
-0.16 -0.27 0.36 342.06 52.54 6.8 0.78 -0.07 0.0 79 1
-0.16 -0.27 0.36 342.06 52.54 6.8 0.8 -0.07 0.0 80 1
-0.21 -0.3 0.38 342.06 52.54 6.8 0.8 -0.07 0.0 81 1
-0.28 -0.42 0.13 342.05 51.86 6.88 0.81 -0.06 0.0 82 1
-0.28 -0.42 0.13 342.05 51.86 6.88 0.81 -0.06 0.0 83 1
-0.25 -0.56 0.06 342.06 51.17 6.92 0.81 -0.05 0.0 84 1
