-0.19 -0.34 0.22 265.67 94.31 6.59 0.1 -0.13 0.0 1 1
-0.19 -0.34 0.22 265.65 94.28 6.63 0.1 -0.13 0.0 2 1
-0.47 -0.5 0.28 265.49 94.19 6.62 0.17 -0.06 0.0 3 1
-0.52 -0.43 0.17 265.42 94.14 6.6 0.2 -0.02 0.0 4 1
-0.52 -0.43 0.17 265.42 94.14 6.6 0.2 -0.02 0.0 5 1
-0.61 -0.2 -0.0 265.21 94.02 6.52 0.27 0.05 0.0 6 1
-0.61 -0.2 -0.0 265.21 94.02 6.52 0.27 0.05 0.0 7 1
-0.63 -0.12 -0.03 265.09 93.94 6.46 0.31 0.09 0.0 8 1
-0.62 -0.03 -0.12 264.97 93.87 6.39 0.35 0.12 0.0 9 1
-0.62 -0.03 -0.12 264.97 93.87 6.39 0.35 0.12 0.0 10 1
-0.59 0.03 -0.33 264.97 93.87 6.39 0.37 0.15 0.0 11 1
-0.54 0.06 -0.6 264.61 93.74 6.24 0.38 0.17 0.0 12 1
-0.55 0.03 -0.85 264.44 93.69 6.15 0.36 0.19 0.0 13 1
-0.55 0.03 -0.85 264.44 93.69 6.15 0.36 0.19 0.0 14 1
-0.55 0.03 -0.85 264.44 93.69 6.15 0.36 0.19 0.0 15 1
-0.55 0.03 -1.1 264.44 93.69 6.15 0.25 0.23 0.0 16 1
-0.39 0.16 -1.24 264.12 93.65 5.97 0.18 0.25 0.0 17 1
-0.28 0.25 -1.47 263.96 93.68 5.89 0.18 0.25 0.0 18 1
-0.17 0.3 -1.61 263.84 93.72 5.8 0.1 0.26 0.0 19 1
-0.17 0.3 -1.61 263.84 93.72 5.8 0.1 0.26 0.0 20 1
-0.17 0.3 -1.61 263.62 93.87 5.63 0.1 0.26 0.0 21 1
-0.11 0.39 -1.59 263.62 93.87 5.63 -0.02 0.27 0.0 22 1
-0.13 0.35 -1.7 263.46 93.97 5.55 -0.06 0.26 0.0 23 1
-0.13 0.35 -1.7 263.46 93.97 5.55 -0.06 0.26 0.0 24 1
-0.13 0.35 -1.7 263.46 93.97 5.55 -0.06 0.26 0.0 25 1
-0.13 0.35 -1.7 263.46 93.97 5.55 -0.08 0.25 0.0 26 1
-0.06 0.39 -1.73 263.46 93.97 5.55 -0.09 0.24 0.0 27 1
-0.07 0.36 -1.68 263.08 94.31 5.32 -0.1 0.23 0.0 28 1
-0.13 0.26 -1.54 263.08 94.31 5.32 -0.11 0.22 0.0 29 1
-0.01 0.17 -1.32 263.08 94.31 5.32 -0.11 0.21 0.0 30 1
0.02 0.1 -1.23 262.52 94.64 5.1 -0.1 0.2 0.0 31 1
0.02 0.1 -1.23 262.52 94.64 5.1 -0.09 0.2 0.0 32 1
0.02 0.0 -0.98 262.31 94.73 5.02 -0.09 0.2 0.0 33 1
-0.01 0.03 -0.84 262.08 94.81 4.96 -0.08 0.19 0.0 34 1
0.01 -0.0 -0.85 261.87 94.89 4.89 -0.07 0.19 0.0 35 1
0.05 -0.0 -0.68 261.66 94.96 4.82 -0.07 0.18 0.0 36 1
0.05 -0.0 -0.68 261.66 94.96 4.82 -0.07 0.18 0.0 37 1
-0.02 -0.06 -0.53 261.46 95.02 4.76 -0.07 0.17 0.0 38 1
-0.06 -0.09 -0.51 261.23 95.08 4.69 -0.08 0.17 0.0 39 1
-0.06 -0.09 -0.51 261.03 95.14 4.62 -0.08 0.17 0.0 40 1
-0.09 -0.14 -0.56 260.87 95.2 4.56 -0.09 0.16 0.0 41 1
-0.1 -0.16 -0.53 260.71 95.27 4.49 -0.15 0.17 0.0 42 1
-0.07 -0.14 -0.45 260.54 95.34 4.43 -0.15 0.17 0.0 43 1
0.06 -0.09 -0.41 260.42 95.41 4.37 -0.18 0.18 0.0 44 1
0.06 -0.09 -0.41 260.42 95.41 4.37 -0.18 0.18 0.0 45 1
0.12 -0.09 -0.41 260.32 95.49 4.32 -0.2 0.18 0.0 46 1
0.14 -0.09 -0.47 260.21 95.59 4.26 -0.22 0.17 0.0 47 1
0.0 -0.12 -0.51 260.1 95.67 4.21 -0.23 0.17 0.0 48 1
-0.03 -0.22 -0.69 260.02 95.77 4.15 -0.23 0.16 0.0 49 1
-0.12 -0.29 -0.79 260.02 95.77 4.15 -0.23 0.16 0.0 50 1
-0.12 -0.29 -0.79 259.93 95.88 4.09 -0.23 0.17 0.0 51 1
-0.21 -0.4 -0.88 259.84 95.99 4.03 -0.23 0.17 0.0 52 1
-0.21 -0.42 -0.99 259.68 96.1 3.96 -0.23 0.17 0.0 53 1
-0.21 -0.42 -0.99 259.68 96.1 3.96 -0.22 0.18 0.0 54 1
-0.14 -0.39 -1.08 259.58 96.22 3.89 -0.21 0.19 0.0 55 1
-0.14 -0.39 -1.08 259.49 96.34 3.83 -0.21 0.19 0.0 56 1
-0.11 -0.33 -1.19 259.38 96.45 3.76 -0.2 0.19 0.0 57 1
-0.11 -0.33 -1.19 259.38 96.45 3.76 -0.2 0.19 0.0 58 1
-0.12 -0.34 -1.21 259.24 96.57 3.69 -0.19 0.19 0.0 59 1
-0.15 -0.34 -1.2 259.13 96.69 3.62 -0.2 0.19 0.0 60 1
-0.19 -0.29 -1.28 259.05 96.76 3.55 -0.2 0.19 0.0 61 1
-0.26 -0.31 -1.3 258.98 96.83 3.49 -0.21 0.18 0.0 62 1
-0.26 -0.31 -1.3 258.98 96.83 3.49 -0.21 0.18 0.0 63 1
-0.35 -0.21 -1.49 258.83 96.98 3.37 -0.24 0.19 0.0 64 1
-0.25 -0.15 -1.47 258.83 96.98 3.37 -0.26 0.19 0.0 65 1
