-0.21 -0.52 0.91 15.57 -10.36 -0.23 0.8 -0.14 0.0 1 1
-0.54 -0.66 0.08 15.59 -10.57 -0.33 0.84 -0.11 0.0 2 1
-0.54 -0.66 0.08 15.59 -10.57 -0.33 0.84 -0.11 0.0 3 1
-0.64 -0.72 -0.82 15.59 -10.57 -0.33 0.85 -0.07 0.0 4 1
-0.81 -0.7 -1.47 15.61 -11.04 -0.55 0.83 -0.03 0.0 5 1
-1.03 -0.73 -1.95 15.61 -11.27 -0.65 0.78 0.0 0.0 6 1
-1.03 -0.73 -1.95 15.61 -11.27 -0.65 0.78 0.0 0.0 7 1
-1.36 -0.6 -2.04 15.61 -11.27 -0.65 0.69 0.04 0.0 8 1
-1.5 -0.52 -1.97 15.57 -11.67 -0.83 0.59 0.08 0.0 9 1
-1.46 -0.42 -1.96 15.57 -11.67 -0.83 0.5 0.13 0.0 10 1
-1.46 -0.42 -1.96 15.54 -11.82 -0.89 0.5 0.13 0.0 11 1
-1.39 -0.35 -1.73 15.5 -11.95 -0.95 0.42 0.17 0.0 12 1
-1.39 -0.35 -1.73 15.5 -11.95 -0.95 0.42 0.17 0.0 13 1
-1.38 -0.27 -1.41 15.45 -12.06 -0.98 0.36 0.21 0.0 14 1
-1.26 -0.3 -0.89 15.33 -12.25 -0.96 0.33 0.29 0.0 15 1
-0.84 -0.24 -0.29 15.33 -12.25 -0.96 0.33 0.29 0.0 16 1
-0.34 -0.12 0.63 15.25 -12.36 -0.88 0.36 0.32 0.0 17 1
0.24 0.13 1.96 15.19 -12.46 -0.75 0.42 0.34 0.0 18 1
0.83 0.35 3.18 15.13 -12.59 -0.57 0.53 0.34 0.0 19 1
0.83 0.35 3.18 15.13 -12.59 -0.57 0.53 0.34 0.0 20 1
0.83 0.35 3.18 15.13 -12.59 -0.57 0.69 0.32 0.0 21 1
1.61 0.71 4.7 15.13 -12.59 -0.57 0.88 0.27 0.0 22 1
1.7 0.73 4.83 15.03 -13.26 0.18 1.09 0.2 0.0 23 1
1.7 0.65 4.64 15.03 -13.62 0.45 1.29 0.13 0.0 24 1
1.7 0.65 4.64 15.03 -13.62 0.45 1.29 0.13 0.0 25 1
1.66 0.52 4.19 15.08 -13.98 0.67 1.46 0.06 0.0 26 1
1.55 0.42 3.48 15.11 -14.4 0.88 1.58 0.0 0.0 27 1
1.45 0.3 2.59 15.15 -14.86 1.04 1.65 -0.05 0.0 28 1
1.45 0.3 2.59 15.15 -14.86 1.04 1.65 -0.05 0.0 29 1
1.31 0.2 1.83 15.19 -15.33 1.16 1.67 -0.1 0.0 30 1
1.1 0.13 1.04 15.24 -15.8 1.22 1.64 -0.14 0.0 31 1
0.86 0.16 0.57 15.24 -15.8 1.22 1.58 -0.18 0.0 32 1
0.86 0.16 0.57 15.28 -16.29 1.24 1.58 -0.18 0.0 33 1
0.68 0.27 0.18 15.32 -16.7 1.21 1.5 -0.22 0.0 34 1
0.49 0.38 -0.21 15.32 -16.7 1.21 1.43 -0.24 0.0 35 1
0.25 0.35 -0.61 15.37 -17.12 1.14 1.35 -0.27 0.0 36 1
0.25 0.35 -0.61 15.42 -17.52 1.05 1.35 -0.27 0.0 37 1
-0.1 0.33 -0.85 15.47 -17.89 0.94 1.27 -0.3 0.0 38 1
-0.1 0.33 -0.85 15.47 -17.89 0.94 1.19 -0.32 0.0 39 1
-0.59 0.11 -0.7 15.52 -18.25 0.82 1.12 -0.33 0.0 40 1
-0.59 0.11 -0.7 15.58 -18.6 0.68 1.06 -0.32 0.0 41 1
-0.73 -0.05 -0.53 15.65 -18.89 0.57 1.01 -0.31 0.0 42 1
-0.87 -0.23 -0.19 15.71 -19.18 0.45 1.01 -0.31 0.0 43 1
-0.91 -0.43 -0.0 15.71 -19.18 0.45 1.01 -0.31 0.0 44 1
-1.02 -0.57 0.21 15.83 -19.73 0.24 0.96 -0.25 0.0 45 1
-1.1 -0.65 0.38 15.88 -20.0 0.15 0.95 -0.21 0.0 46 1
-1.1 -0.65 0.38 15.88 -20.0 0.15 0.95 -0.21 0.0 47 1
-1.1 -0.65 0.38 15.88 -20.0 0.15 0.95 -0.17 0.0 48 1
-1.03 -0.7 0.67 15.95 -20.53 0.0 0.96 -0.12 0.0 49 1
-0.96 -0.7 0.7 15.97 -20.8 -0.05 0.98 -0.07 0.0 50 1
-0.96 -0.7 0.7 15.97 -20.8 -0.05 0.98 -0.07 0.0 51 1
-0.96 -0.7 0.7 15.97 -20.8 -0.05 1.01 0.02 0.0 52 1
-0.75 -0.63 0.3 15.95 -21.63 -0.19 1.01 0.06 0.0 53 1
-0.7 -0.54 0.16 15.95 -21.63 -0.19 1.01 0.1 0.0 54 1
-0.64 -0.38 0.14 15.91 -21.94 -0.22 1.01 0.1 0.0 55 1
-0.64 -0.38 0.14 15.91 -21.94 -0.22 0.98 0.13 0.0 56 1
-0.37 -0.13 0.08 15.84 -22.47 -0.27 0.96 0.16 0.0 57 1
-0.21 0.01 0.3 15.78 -22.74 -0.28 0.92 0.18 0.0 58 1
